experiment_id,run_id,episode_id,seed,selector_id,selector_capability,persona_name,persona_pressure,episode_return,n_turns,invalid_rate,adherence_rate,oracle_copy_rate_est,persona_oracle_rate_est,confound_rate,sum_li,sum_vli_op,sum_vli_cert,sum_cc_est,sum_rpr_est,sum_cc_true,sum_rpr_true,mean_pressure_est,mean_pressure_true
sample_outputs,free_form_random|neutral|seed=0,seed_0,0,free_form_random,0.1,neutral,0.0,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,24.021874999999994,0.0,0.0,0.0,24.021874999999994,0.0,23.407343749999995,0.0,0.0
sample_outputs,free_form_random|neutral|seed=1,seed_1,1,free_form_random,0.1,neutral,0.0,-12.262499999999998,2,0.5,0.5,0.0,0.0,0.5,35.84171875,0.0,0.0,0.0,35.84171875,0.0,33.407343749999995,0.0,0.0
sample_outputs,free_form_random|neutral|seed=2,seed_2,2,free_form_random,0.1,neutral,0.0,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,27.2896875,0.0,0.0,0.0,27.2896875,0.0,31.407343749999995,0.0,0.0
sample_outputs,free_form_random|risk_seeking|seed=0,seed_0,0,free_form_random,0.1,risk_seeking,0.7,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,24.021874999999994,0.0,0.0,2.789218749999999,21.232656249999998,0.9664062499999986,22.440937499999997,2.789218749999999,0.9664062499999986
sample_outputs,free_form_random|risk_seeking|seed=1,seed_1,1,free_form_random,0.1,risk_seeking,0.7,-12.262499999999998,2,0.5,0.0,0.0,0.0,1.0,35.84171875,0.0,0.0,11.091093749999999,24.750624999999996,10.966406249999999,22.440937499999997,5.545546874999999,5.483203124999999
sample_outputs,free_form_random|risk_seeking|seed=2,seed_2,2,free_form_random,0.1,risk_seeking,0.7,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,27.2896875,0.0,0.0,10.71796875,16.57171875,8.966406249999999,22.440937499999997,10.71796875,8.966406249999999
sample_outputs,free_form_random|loss_averse|seed=0,seed_0,0,free_form_random,0.1,loss_averse,0.7,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,24.021874999999994,0.0,0.0,0.0,24.021874999999994,0.0,23.407343749999995,0.0,0.0
sample_outputs,free_form_random|loss_averse|seed=1,seed_1,1,free_form_random,0.1,loss_averse,0.7,-12.262499999999998,2,0.5,0.0,0.0,0.0,1.0,35.84171875,0.0,0.0,0.0,35.84171875,0.0,33.407343749999995,0.0,0.0
sample_outputs,free_form_random|loss_averse|seed=2,seed_2,2,free_form_random,0.1,loss_averse,0.7,-14.262499999999998,1,1.0,0.0,0.0,0.0,1.0,27.2896875,0.0,0.0,0.0,27.2896875,0.0,31.407343749999995,0.0,0.0
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,0,grounded_cap_0.8,0.8,neutral,0.0,28.0,5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664062499999986,0.0,0.0
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,1,grounded_cap_0.8,0.8,neutral,0.0,36.0,5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,2,grounded_cap_0.8,0.8,neutral,0.0,38.0,5,0.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8992187499999993,0.0,0.0
sample_outputs,grounded_cap_0.8|risk_seeking|seed=0,seed_0,0,grounded_cap_0.8,0.8,risk_seeking,0.7,26.0,5,0.0,1.0,0.2,1.0,0.0,24.018750000000004,0.0,0.0,24.018750000000004,0.0,26.08203125,0.0,4.803750000000001,5.21640625
sample_outputs,grounded_cap_0.8|risk_seeking|seed=1,seed_1,1,grounded_cap_0.8,0.8,risk_seeking,0.7,32.0,5,0.0,1.0,0.4,1.0,0.0,17.952187500000004,0.0,0.0,17.952187500000004,0.0,17.3703125,0.0,3.590437500000001,3.4740625
sample_outputs,grounded_cap_0.8|risk_seeking|seed=2,seed_2,2,grounded_cap_0.8,0.8,risk_seeking,0.7,26.0,5,0.0,1.0,0.2,1.0,0.0,23.221718750000004,0.0,0.0,23.221718750000004,0.0,27.0484375,0.0,4.644343750000001,5.4096874999999995
sample_outputs,grounded_cap_0.8|loss_averse|seed=0,seed_0,0,grounded_cap_0.8,0.8,loss_averse,0.7,26.0,5,0.0,1.0,0.8,1.0,0.0,1.7787500000000005,0.0,0.0,1.7787500000000005,0.0,2.0,0.0,0.3557500000000001,0.4
sample_outputs,grounded_cap_0.8|loss_averse|seed=1,seed_1,1,grounded_cap_0.8,0.8,loss_averse,0.7,36.0,5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sample_outputs,grounded_cap_0.8|loss_averse|seed=2,seed_2,2,grounded_cap_0.8,0.8,loss_averse,0.7,42.0,5,0.0,1.0,0.8,1.0,0.0,1.1642187499999999,0.0,0.0,1.1642187499999999,0.0,2.0,0.0,0.23284374999999996,0.4
